nofrills,20143381001_KG,$6.59/1kg $2.99/1lb
loblaw,21216516_EA,450 g, $1.78/100g
loblaw,20539698_EA,100 g, $4.49/100g
loblaw,21561644_EA,283 g, $1.76/100g
loblaw,21242426_EA,3.78 l, $0.21/100ml
loblaw,21297780_EA,342 g, $0.85/100g
loblaw,21421519_EA,15 ml, $53.27/100ml
loblaw,21183371_EA,500 ml, $0.54/100ml
loblaw,21588627_EA,268 g, $2.05/100g
loblaw,21305953_EA,650 g, $1.08/100g
loblaw,21279330_EA,427 g, $1.29/100g
loblaw,21378862_EA,49 g, $22.43/100g
loblaw,21557144_EA,350 ml, $1.14/100ml
loblaw,21358688_EA,142 g, $2.81/100g
loblaw,20921829_EA,60 ea, $0.30/1ea
loblaw,21180983_EA,450 ml, $1.06/100ml
loblaw,21237353_EA,235 g, $1.70/100g
loblaw,21439246_EA,710 g, $2.25/100g
loblaw,20293336004_EA,12 ea, $1.08/1ea
loblaw,20104276_EA,400 g, $2.25/100g
loblaw,21579824_EA,510 g, $0.79/100g
loblaw,20971242_EA,150 g, $4.33/100g
loblaw,21000692_EA,750 ml, $2.00/100ml
nofrills,21021480_EA,500 ml, $0.90/100ml
nofrills,20298547001_EA,58 g, $3.43/100g
nofrills,20325609004_EA,410 ml, $0.80/100ml
nofrills,21107145_EA,48 ea, $11.02/100ea
nofrills,21520565_EA,100 g, $11.49/100g
nofrills,20902453_EA,126 g, $10.71/100g
nofrills,21478183_EA,816 g, $1.78/100g
nofrills,21587270_EA,92 g, $9.77/100g
nofrills,21397305_EA,400 g, $1.25/100g
nofrills,20321430034_EA,126 g, $1.42/100g
nofrills,20326537002_EA,680 ml, $0.37/100ml
nofrills,20325609001_EA,410 ml, $0.80/100ml
nofrills,20773706001_EA,750 g, $0.37/100g
nofrills,20317830_EA,14 ea, $9.08/100g
nofrills,21082184_EA,80 g, $7.24/100g
nofrills,20703868_EA,840 g, $0.48/100g
nofrills,21526305_EA,99 g, $4.33/100g
nofrills,20981583_EA,900 ml, $0.22/100ml
nofrills,20000527_EA,156 ml, $0.83/100ml
nofrills,20306771_EA,14 ea, $9.08/100g
nofrills,20321430005_EA,126 g, $1.42/100g
nofrills,20757157002_EA,1.5 l, $0.43/100ml
nofrills,21238498_EA,340 g, $4.11/100g
nofrills,20939688_EA,4x90.0 g, $0.78/100g
nofrills,21588366_EA,22 g, $13.64/100g
nofrills,20629333_EA,6x86.0 g, $1.12/100g
nofrills,21425136_EA,200 g, $1.28/100g
nofrills,20416619005_EA,12 ea, $0.87/1ea
nofrills,21615130_EA,133 g, $2.25/100g
nofrills,21080947_EA,1 l, $0.28/100ml
nofrills,21480479_EA,515 ml, $0.58/100ml
nofrills,20984618_EA,284 ml, $0.63/100ml
nofrills,21533500_EA,165 g, $1.67/100g
nofrills,20296506001_EA,64 g, $1.86/100g
nofrills,21479186_EA,515 ml, $0.64/100ml
nofrills,20308726001_EA,355 ml, $0.98/100ml
nofrills,20527263_EA,375 g, $0.77/100g
nofrills,21396104_EA,350 ml, $1.43/100ml
nofrills,21220370_EA,100 g, $8.99/100g
nofrills,20960494_EA,156 g, $3.52/100g
nofrills,20710636_EA,420 g, $0.83/100g
nofrills,21343632_EA,300 g, $1.33/100g
nofrills,21522489_EA,12x200.0 g, $1.75/100g
nofrills,21086218_EA,1.66 l, $0.29/100ml
nofrills,21163489_EA,907 g, $2.31/100g
nofrills,20299983011_EA,946 ml, $0.42/100ml
nofrills,21547813_EA,226 g, $3.31/100g
loblaw,21549428_EA,304 g, $1.81/100g
loblaw,21589027_EA,1 l, $0.80/100ml
loblaw,21087083_EA,75 g, $6.65/100g
loblaw,21597083_EA,80 ea, $0.12/1ea
loblaw,21424900_EA,473 ml, $0.81/100ml
loblaw,21392855_EA,300 g, $2.00/100g
loblaw,20320775001_EA,200 g, $3.50/100g
loblaw,20424467_EA,500 ml, $70.99/1ea
loblaw,20039327_EA,341 ml, $0.38/100ml
loblaw,20962093_EA,750 g, $0.47/100g
loblaw,21563894_C04,4x355.0 ml, $0.70/100ml
loblaw,21607235_EA,460 g, $1.52/100g
loblaw,21582938_EA,645 ml, $0.62/100ml
loblaw,20838775_KG,$68.32/1kg $31.00/1lb
loblaw,21040697_EA,1 kg, $1.18/100g
loblaw,21541405_EA,1 kg, $2.00/100g
loblaw,21451067_EA,60 ea, $0.42/1ea
loblaw,21393780_EA,120 g, $3.33/100g
loblaw,21519539_EA,175 g, $2.28/100g
loblaw,21207740_EA,200 g, $3.00/100g
loblaw,21039704_EA,454 g, $1.87/100g
loblaw,21029060_EA,200 ea, $0.15/1ea
loblaw,20302863_EA,6x98.0 g, $4.59/100g
loblaw,20098280_EA,9 g, $36.56/100g
loblaw,20022239_EA,454 g, $0.66/100g
loblaw,21020061_EA,330 g, $1.21/100g
loblaw,20140129_EA,250 g, $2.40/100g
loblaw,21209101_EA,42 g, $15.45/100g
loblaw,21395711_EA,454 g, $3.08/100g
loblaw,21054930_EA,200 g, $2.50/100g
loblaw,21025861_EA,400 g, $1.25/100g
loblaw,21103484_EA,700 g, $2.36/100g
loblaw,20003902_EA,500 g, $1.40/100g
loblaw,20033263_KG,$52.90/1kg
loblaw,20307313010_EA,250 ml, $3.00/100ml
loblaw,20596863001_EA,398 ml, $1.25/100ml
loblaw,21170597_EA,400 g, $1.20/100g
loblaw,20739950_EA,375 g, $0.66/100g
loblaw,21365077_EA,1.89 l, $0.37/100ml
loblaw,21030854_EA,400 g, $10.00/100g
loblaw,21097732_EA,2 ea, $2.25/1ea
loblaw,21522057_EA,340 g, $5.88/100g
loblaw,21576093_EA,175 g, $2.74/100g
loblaw,21561828_EA,385 g, $1.95/100g
loblaw,21484994_EA,340 g, $2.06/100g
loblaw,21022305_EA,250 g, $1.12/100g
loblaw,21610700_EA,130 g, $4.61/100g
loblaw,21592188_EA,1.54 l, $0.36/100ml
nofrills,21067364_EA,133 g, $1.35/100g
nofrills,21480538_EA,515 ml, $0.64/100ml
nofrills,20323938_EA,40 g, $7.50/100g
nofrills,20310992_EA,125 g, $2.79/100g
nofrills,21367510_EA,275 g, $1.56/100g
nofrills,21001206_EA,230 g, $5.65/100g
nofrills,21422931_EA,200 g, $1.28/100g
nofrills,20321430012_EA,137 g, $1.31/100g
nofrills,20725370_EA,115 g, $1.73/100g
nofrills,20548640_EA,935 g, $1.44/100g
nofrills,21348028_EA,4x100.0 g, $1.05/100g
nofrills,20312067003_EA,907 g, $0.99/100g
nofrills,21521751_C06,6x500.0 ml, $0.27/100ml
nofrills,21191680_EA,700 g, $1.71/100g
nofrills,21239289_EA,300 g, $0.83/100g
nofrills,21106195_EA,500 g, $0.80/100g
nofrills,21520212_EA,250 g, $0.72/100g
nofrills,21589614_EA,413 g, $1.93/100g
nofrills,21607165_EA,180 g, $2.22/100g
nofrills,20792840_EA,50 g, $6.58/100g
nofrills,20650915_EA,5 kg, $0.13/100g
nofrills,20722248_EA,631 g, $1.74/100g
nofrills,21583634_EA,425 ml, $0.70/100ml
nofrills,20310707004_EA,4x99.0 g, $0.58/100g
nofrills,20314754001_EA,61 g, $3.75/100g
nofrills,20149246_EA,150 g, $2.67/100g
nofrills,21562542_EA,500 g, $0.46/100g
nofrills,20077565_EA,2 kg, $0.27/100g
nofrills,20053996_EA,900 g, $0.47/100g
nofrills,20354811_EA,800 g, $0.37/100g
nofrills,21584739_EA,425 ml, $0.70/100ml
nofrills,21584689_EA,425 ml, $0.70/100ml
nofrills,21404912_EA,410 g, $0.49/100g
nofrills,21360075_EA,284 ml, $0.44/100ml
nofrills,20305607_EA,550 g, $1.09/100g
nofrills,21371826_EA,1.89 l, $0.17/100ml
nofrills,21241032_EA,235 g, $1.17/100g
nofrills,21168528_EA,477 g, $4.40/100g
nofrills,20923828_EA,1 kg, $0.30/100g
nofrills,20625553002_EA,246 g, $1.62/100g
nofrills,20315215_EA,200 g, $0.75/100g
nofrills,21541945_EA,62 g, $3.53/100g
nofrills,20140826_EA,200 g, $1.25/100g
nofrills,20308188004_EA,117 g, $1.96/100g
nofrills,21302937_EA,200 g, $0.75/100g
nofrills,21480458_EA,515 ml, $0.58/100ml
nofrills,21404963_EA,410 g, $0.49/100g
nofrills,20901432_EA,310 ml, $1.29/100ml
loblaw,20863411_EA,60 ea, $0.38/1ea
loblaw,21164181_C08,8x355.0 ml, $0.28/100ml
loblaw,20006571_EA,450 g, $1.00/100g
loblaw,20742574_EA,150 g, $2.33/100g
loblaw,21524163_EA,142 g, $3.87/100g
loblaw,20923569_EA,500 g, $2.20/100g
loblaw,20618261_EA,250 g, $1.80/100g
loblaw,21356415_EA,150 g, $3.66/100g
loblaw,21546339_EA,80 g, $10.36/100g
loblaw,20330746_EA,2.84 l, $0.42/100ml
loblaw,21079749_EA,210 g, $2.38/100g
loblaw,21516696_EA,796 ml, $0.54/100ml
loblaw,21412865_EA,100 g, $2.99/100g
loblaw,20296180003_EA,1 l, $0.48/100ml
loblaw,21207477_EA,39 g, $8.44/100g
loblaw,20061900001_EA,398 ml, $0.63/100ml
loblaw,20145504_EA,127 g, $3.14/100g
loblaw,21497332_EA,300 g, $3.33/100g
loblaw,21095288_EA,35 ea, $0.57/1ea
loblaw,20605689_EA,150 ml, $9.99/100ml
loblaw,21209318_EA,1 l, $0.20/100ml
loblaw,20166138_EA,4 kg, $0.32/100g
loblaw,21494289_EA,240 g, $2.08/100g
loblaw,21562657_EA,80 g, $7.49/100g
loblaw,20992723001_EA,12 ea, $0.62/1ea
loblaw,20986947_EA,220 g, $9.09/100g
loblaw,21362845_EA,57 g, $9.63/100g
loblaw,21060231_EA,320 g, $1.87/100g
loblaw,21192505_EA,800 g, $1.62/100g
loblaw,20771308_EA,350 g, $2.00/100g
loblaw,21189795_KG,$8.36/1kg $3.79/1lb
loblaw,21543634_EA,250 ml, $3.60/100ml
loblaw,20301101001_EA,496 g, $1.11/100g
loblaw,21438715_EA,360 g, $1.66/100g
loblaw,21564686_EA,81 g, $6.78/100g
loblaw,20987573_EA,140 g, $7.85/100g
loblaw,21240614_EA,275 g, $2.18/100g
loblaw,21351847_EA,24 g, $16.62/100g
loblaw,21031672_EA,145 g, $3.45/100g
loblaw,21427872_EA,3 ea, $1.66/1ea
loblaw,21595698_EA,2.5 l, $0.28/100ml
loblaw,20044176002_EA,454 g, $3.30/100g
loblaw,21565868_EA,300 g, $1.67/100g
loblaw,21334497_EA,365 g, $2.46/100g
loblaw,20321753002_EA,355 ml, $1.12/100ml
loblaw,21295274_EA,127 g, $3.14/100g
loblaw,20054946003_EA,237 ml, $4.43/100ml
loblaw,21580629_EA,144 g, $5.41/100g
nofrills,21574222_EA,128 g, $3.10/100g
nofrills,21401761_EA,500 g, $1.50/100g
nofrills,21372561_EA,700 g, $1.57/100g
nofrills,21337517_EA,225 g, $4.44/100g
nofrills,21035622_EA,227 g, $1.32/100g
nofrills,20713420_EA,1.75 kg, $0.57/100g
nofrills,21061374_EA,32 g, $7.16/100g
nofrills,21614826_KG,$11.44/1kg $5.19/1lb
nofrills,21184634_EA,650 g, $1.00/100g
nofrills,20320493002_EA,6x100.0 ml, $0.58/100ml
nofrills,21028410_EA,454 g, $0.48/100g
nofrills,20299657_EA,500 ml, $0.50/100ml
nofrills,20338077_EA,428 ml, $1.17/100ml
nofrills,21405144_EA,326 g, $1.07/100g
nofrills,21368101_EA,155 g, $5.15/100g
nofrills,21404075_EA,430 g, $1.63/100g
nofrills,21501032_EA,100 g, $5.99/100g
nofrills,20034589_EA,900 g, $0.47/100g
nofrills,21518017_EA,340 ml, $1.61/100ml
nofrills,21506332_EA,264 g, $1.25/100g
nofrills,21482553_EA,250 ml, $1.80/100ml
nofrills,20325609003_EA,410 ml, $0.80/100ml
nofrills,20100854_EA,375 ml, $0.61/100ml
nofrills,20035322_EA,398 ml, $0.37/100ml
nofrills,21435672_EA,8x200.0 ml, $0.19/100ml
nofrills,21306051_C01,12x355.0 ml, $0.12/100ml
nofrills,21241014_EA,235 g, $1.17/100g
nofrills,20081342020_EA,900 g, $0.33/100g
nofrills,21518579_C01,12x355.0 ml, $0.12/100ml
nofrills,21584919_EA,245 g, $1.96/100g
nofrills,21439295_EA,340 g, $0.88/100g
nofrills,21405047_EA,410 g, $0.49/100g
nofrills,21397432_EA,907 g, $0.57/100g
nofrills,20052738_EA,750 ml, $0.47/100ml
nofrills,21480440_EA,515 ml, $0.58/100ml
nofrills,20297246006_EA,284 ml, $0.63/100ml
nofrills,20305832_EA,85 g, $0.46/100g
nofrills,20628489004_EA,475 ml, $0.52/100ml
nofrills,20313988002_EA,100 g, $3.79/100g
nofrills,20416641_EA,750 g, $1.00/100g
nofrills,20527264_EA,375 g, $0.77/100g
nofrills,20315996004_EA,8x200.0 ml, $0.19/100ml
nofrills,20796248004_EA,140 g, $2.49/100g
nofrills,21013199_EA,24 ea, $0.92/1ea
nofrills,20326537003_EA,680 ml, $0.37/100ml
nofrills,20627614002_EA,890 ml, $0.54/100ml
nofrills,21381516_EA,90 g, $3.10/100g
nofrills,20547831_EA,445 ml, $0.85/100ml
nofrills,20686129001_KG,$11.00/1kg $4.99/1lb
nofrills,21530607_EA,500 g, $1.10/100g
nofrills,21209495_EA,336 g, $1.64/100g
nofrills,20095354_EA,1 l, $0.41/100ml
nofrills,21310368_EA,90 g, $0.32/100g
nofrills,21549129_EA,450 g, $1.31/100g
nofrills,21427840_EA,840 g, $1.07/100g
nofrills,21004055_EA,1.42 l, $1.01/100ml
nofrills,20926345_EA,210 g, $3.09/100g
nofrills,21398794_EA,275 g, $3.27/100g
nofrills,20822045_EA,340 g, $4.11/100g
nofrills,20751053_EA,25 g, $5.96/100g
nofrills,20088885_KG,$18.72/1kg $8.49/1lb
nofrills,20084505_EA,454 g, $0.66/100g
nofrills,21188678_EA,340 g, $1.47/100g
nofrills,20787798001_EA,300 g, $1.93/100g
nofrills,21054029_EA,500 g, $0.80/100g
nofrills,20960494_EA,156 g, $3.52/100g
nofrills,20710636_EA,420 g, $0.83/100g
nofrills,21031548_EA,500 g, $0.70/100g
nofrills,21600490_EA,900 ml, $1.11/100ml
nofrills,20299983011_EA,946 ml, $0.42/100ml
nofrills,21547813_EA,226 g, $3.31/100g
nofrills,21009621_EA,6.21 l, $0.35/100ml
nofrills,20703471_EA,297 ml, $2.02/100ml
nofrills,21363224_EA,296 g, $1.69/100g
nofrills,21347087_EA,250 g, $0.60/100g
nofrills,21283356_EA,570 g, $1.05/100g
nofrills,21184634_EA,650 g, $1.00/100g
nofrills,20320493002_EA,6x100.0 ml, $0.58/100ml
nofrills,20911060_EA,340 g, $1.38/100g
nofrills,20982015_EA,284 g, $4.57/100g
nofrills,21473950_EA,800 g, $1.25/100g
nofrills,20164959_EA,65 g, $9.23/100g
nofrills,21001025_EA,1 l, $0.20/100ml
nofrills,21428804_EA,50 g, $6.98/100g
nofrills,20301191002_EA,300 g, $0.60/100g
nofrills,21588344_EA,297 g, $3.70/100g
nofrills,21367827_C06,6x500.0 ml, $0.20/100ml
nofrills,21589836_EA,410 g, $1.95/100g
nofrills,20555265001_EA,946 ml, $0.32/100ml
nofrills,20825243_KG,$48.48/1kg $22.00/1lb
nofrills,20963606_EA,324 g, $1.23/100g
nofrills,21521666_EA,156 g, $1.92/100g
nofrills,20048882_EA,625 g, $0.77/100g
nofrills,21491978_EA,150 g, $6.66/100g
nofrills,21050911_EA,250 g, $2.00/100g
nofrills,21428876_EA,120 g, $3.16/100g
loblaw,21551058_EA,355 ml, $3.10/100ml
loblaw,20103720001_EA,725 g, $1.79/100g
loblaw,21535635_EA,360 g, $2.50/100g
loblaw,20911445_EA,900 g, $0.98/100g
loblaw,21583559_EA,10x10.0 ea, $1.30/1ea
loblaw,20190053_EA,1.75 l, $0.37/100ml
loblaw,20068802_KG,$94.78/1kg $43.00/1lb
loblaw,20807664_EA,815 g, $2.08/100g
loblaw,20554764_EA,250 ml, $1.20/100ml
loblaw,21339116_EA,48 ea, $0.70/1ea
loblaw,20687945_EA,425 g, $1.29/100g
loblaw,20171886002_EA,500 g, $1.20/100g
loblaw,20066654_EA,375 ml, $3.73/100ml
loblaw,20323829002_EA,624 g, $0.72/100g
loblaw,21022270_EA,750 g, $0.53/100g
loblaw,21398511_EA,1 l, $0.45/100ml
loblaw,21527671_EA,375 ml, $1.86/100ml
loblaw,21527539_EA,1.9 kg, $0.68/100g
loblaw,21366544_EA,946 ml, $0.84/100ml
loblaw,21596582_EA,2 kg, $0.10/100g
loblaw,20308105002_EA,250 g, $1.80/100g
loblaw,21154510_EA,300 ml, $5.33/100ml
loblaw,21126600_EA,765 g, $1.96/100g
loblaw,21511089_EA,500 ml, $1.00/100ml
loblaw,21160863_EA,12x120.0 ml, $0.59/100ml
loblaw,20689047_KG,$27.90/1kg
loblaw,21332567_EA,237 ml, $5.06/100ml
loblaw,20321598006_EA,591 ml, $0.51/100ml
loblaw,21516002_C04,4x355.0 ml, $0.70/100ml
loblaw,21603095_EA,200 g, $4.00/100g
loblaw,20105841004_EA,120 g, $4.99/100g
loblaw,21094942_EA,1.4 kg, $0.43/100g
loblaw,21166194_C15,15x222.0 ml, $0.24/100ml
loblaw,21530882_EA,459 g, $1.24/100g
loblaw,21037238_EA,512 g, $1.07/100g
loblaw,20310148002_EA,30 g, $16.63/100g
loblaw,20978914_EA,228 g, $2.85/100g
loblaw,21414555_EA,12 ea, $0.75/1ea
loblaw,21209367_EA,1.01 kg, $1.19/100g
loblaw,21519030_EA,400 g, $1.25/100g
loblaw,21572694_EA,360 g, $3.61/100g
loblaw,20977088_EA,236 ml, $8.05/100ml
loblaw,21361785_EA,250 g, $3.40/100g
loblaw,20795953_EA,500 g, $3.00/100g
loblaw,20815032003_EA,500 ml, $5.80/100ml
loblaw,21367543_EA,235 g, $2.12/100g
loblaw,21481197_EA,24 g, $45.79/100g
loblaw,20307836001_EA,1 l, $0.13/100ml
nofrills,20790440_EA,750 g, $0.78/100g
nofrills,20078306_EA,35 g, $7.11/100g
nofrills,21509434_EA,360 g, $0.78/100g
nofrills,20306160009_EA,796 ml, $0.56/100ml
nofrills,21092033_EA,200 g, $1.50/100g
nofrills,21594420_EA,436 g, $0.92/100g
nofrills,21353478_EA,160 g, $2.49/100g
nofrills,21378085_EA,298 g, $2.01/100g
nofrills,20219790_EA,160 g, $3.75/100g
nofrills,20679968_EA,300 g, $1.43/100g
nofrills,20322697001_EA,4x90.0 g, $1.11/100g
nofrills,21360330_EA,284 ml, $0.44/100ml
nofrills,21007380_EA,30 ea, $0.63/1ea
nofrills,21021895_EA,48 ml, $6.25/100ml
nofrills,20301438_EA,750 ml, $0.80/100ml
nofrills,21050571_EA,205 g, $2.34/100g
nofrills,21562542_EA,500 g, $0.46/100g
nofrills,20077565_EA,2 kg, $0.27/100g
nofrills,20053996_EA,900 g, $0.47/100g
nofrills,20354811_EA,800 g, $0.37/100g
nofrills,21584739_EA,425 ml, $0.70/100ml
nofrills,21308076_EA,285 g, $4.91/100g
nofrills,20705773_EA,1000 g, $0.43/100g
nofrills,20177071_EA,398 ml, $0.70/100ml
nofrills,20280494_EA,340 g, $0.88/100g
nofrills,21363370_EA,351 g, $2.28/100g
nofrills,21515952_EA,168 g, $2.67/100g
nofrills,21385281_EA,428 g, $0.54/100g
nofrills,21565655001_EA,12 ea, $0.67/1ea
nofrills,20673717_EA,418 ml, $1.12/100ml
nofrills,21315959_EA,200 g, $1.28/100g
nofrills,21302793_EA,200 g, $0.75/100g
nofrills,21001585_EA,454 g, $0.50/100g
nofrills,20152568_EA,369 ml, $0.54/100ml
nofrills,21013144_EA,1.66 l, $0.29/100ml
nofrills,21575951_EA,400 g, $1.05/100g
nofrills,21362264_EA,258 g, $1.47/100g
nofrills,21166890_EA,900 g, $0.55/100g
nofrills,20584005_EA,227 g, $1.54/100g
nofrills,21518403_EA,1 kg, $0.68/100g
nofrills,21117373_EA,20 g, $32.45/100g
nofrills,20302606_EA,2 l, $0.14/100ml
nofrills,20434319001_EA,1 l, $0.50/100ml
nofrills,21038672_EA,102 g, $6.36/100g
nofrills,21361512_EA,271 g, $1.40/100g
nofrills,21510005_EA,330 g, $1.06/100g
nofrills,20861192_EA,1.89 l, $0.17/100ml
nofrills,20304927_EA,355 ml, $1.41/100ml
loblaw,21546625_EA,350 g, $1.43/100g
loblaw,21527683_EA,350 g, $2.00/100g
loblaw,21511200_EA,500 ml, $1.00/100ml
loblaw,21591065_EA,325 ml, $1.69/100ml
loblaw,21397958_EA,454 g, $1.10/100g
loblaw,20315040003_EA,12 ea, $1.08/1ea
loblaw,21401969_EA,500 g, $2.00/100g
loblaw,21283353_EA,600 g, $1.17/100g
loblaw,21022093_EA,500 g, $0.80/100g
loblaw,21358128_EA,125 g, $5.99/100g
loblaw,20305821001_EA,12x398.0 ml, $0.35/100ml
loblaw,21496788_EA,355 ml, $0.84/100ml
loblaw,20316212001_EA,500 g, $0.60/100g
loblaw,21045704_EA,1.81 kg, $1.55/100g
loblaw,21479695_EA,454 g, $3.30/100g
loblaw,21193728_EA,750 ml, $2.67/100ml
loblaw,20837713004_EA,312 g, $2.24/100g
loblaw,21367003_EA,283 g, $1.87/100g
loblaw,20799503001_EA,80 g, $5.61/100g
loblaw,21014823_EA,660 g, $1.67/100g
loblaw,20867121_EA,224 g, $5.53/100g
loblaw,21023300_EA,1500 ml, $1.33/100ml
loblaw,21532753_EA,680 g, $1.32/100g
loblaw,21410082_EA,340 g, $3.53/100g
loblaw,20039037_EA,200 g, $3.50/100g
loblaw,20309869_EA,320 g, $1.72/100g
loblaw,20999935_EA,5 g, $179.80/100g
loblaw,21030526_EA,1.4 l, $0.43/100ml
loblaw,21465224_EA,30.05 g, $6.62/100g
loblaw,21546521_EA,312 g, $3.20/100g
loblaw,21383882_EA,6x100.0 ml, $0.50/100ml
loblaw,21589798_EA,345 g, $5.79/100g
loblaw,20998906_EA,1.4 l, $1.21/100ml
loblaw,21594511_EA,200 g, $1.65/100g
loblaw,21303539_EA,5 kg, $0.54/100g
loblaw,20923713_EA,473 ml, $1.16/100ml
loblaw,21334788_EA,586 g, $1.36/100g
loblaw,21494288_EA,240 g, $2.08/100g
loblaw,21389732_EA,680 g, $1.03/100g
loblaw,20686476_EA,150 g, $1.33/100g
loblaw,20838775_KG,$68.32/1kg $31.00/1lb
loblaw,21040697_EA,1 kg, $1.18/100g
loblaw,21589027_EA,1 l, $0.80/100ml
loblaw,21087083_EA,75 g, $6.65/100g
loblaw,21597083_EA,80 ea, $0.12/1ea
loblaw,21424900_EA,473 ml, $0.81/100ml
loblaw,21392855_EA,300 g, $2.00/100g
loblaw,21450733_EA,200 g, $2.25/100g
loblaw,21031672_EA,145 g, $3.45/100g
loblaw,21427872_EA,3 ea, $1.66/1ea
loblaw,21595698_EA,2.5 l, $0.28/100ml
loblaw,20320036_EA,500 g, $0.70/100g
loblaw,21434982_EA,300 g, $1.50/100g
loblaw,20862138_EA,500 g, $3.60/100g
loblaw,21363378_EA,700 g, $1.43/100g
loblaw,21124364_EA,280 g, $1.89/100g
loblaw,20007392001_EA,750 ml, $0.67/100ml
loblaw,21604880_EA,250 g, $3.32/100g
loblaw,20017149_EA,34 g, $11.15/100g
loblaw,21384432_EA,946 ml, $0.37/100ml
loblaw,20660118_EA,125 g, $10.61/100g
loblaw,21592651_EA,342 g, $1.61/100g
loblaw,20031362002_C16,16x48.0 g, $3.77/100g
loblaw,20608293_EA,178 ml, $10.11/100ml
loblaw,20901459_EA,480 g, $2.50/100g
loblaw,21619981_EA,145 g, $4.48/100g
loblaw,20703003_EA,130 g, $4.22/100g
loblaw,20318554_EA,500 ml, $1.40/100ml
loblaw,21574785_EA,113 g, $5.30/100g
loblaw,21183371_EA,500 ml, $0.54/100ml
loblaw,21588627_EA,268 g, $2.05/100g
loblaw,21305953_EA,650 g, $1.08/100g
loblaw,21279330_EA,427 g, $1.29/100g
loblaw,21378862_EA,49 g, $22.43/100g
loblaw,21557144_EA,350 ml, $1.14/100ml
loblaw,21358688_EA,142 g, $2.81/100g
loblaw,20921829_EA,60 ea, $0.30/1ea
loblaw,21180983_EA,450 ml, $1.06/100ml
loblaw,21237353_EA,235 g, $1.70/100g
loblaw,21439246_EA,710 g, $2.25/100g
loblaw,20293336004_EA,12 ea, $1.08/1ea
loblaw,20104276_EA,400 g, $2.25/100g
loblaw,21579824_EA,510 g, $0.79/100g
loblaw,21041744_EA,25 g, $2.60/100g
loblaw,20151155_EA,500 ml, $1.20/100ml
loblaw,21018897_EA,200 g, $1.65/100g
loblaw,21216516_EA,450 g, $1.78/100g
loblaw,20539698_EA,100 g, $4.49/100g
loblaw,21561644_EA,283 g, $1.76/100g
loblaw,21240614_EA,275 g, $2.18/100g
loblaw,21313332_EA,540 ml, $0.70/100ml
loblaw,21425536_EA,428 ml, $0.93/100ml
loblaw,21331874_EA,165 g, $3.63/100g
loblaw,20181392_EA,1 l, $0.43/100ml
loblaw,21239198_EA,198 g, $4.04/100g
loblaw,21558966_EA,100 g, $31.99/100g
nofrills,21398286_EA,100 g, $11.49/100g
nofrills,20131344009_EA,650 ml, $0.54/100ml
nofrills,21584849_EA,425 ml, $0.70/100ml
nofrills,21574392_EA,215 g, $1.30/100g
nofrills,21439295_EA,340 g, $0.88/100g
nofrills,21405047_EA,410 g, $0.49/100g
nofrills,21397432_EA,907 g, $0.57/100g
nofrills,20052738_EA,750 ml, $0.47/100ml
nofrills,21480440_EA,515 ml, $0.58/100ml
nofrills,21434120_EA,177 g, $1.55/100g
nofrills,20145702_EA,375 ml, $0.80/100ml
nofrills,20555781_EA,220 g, $1.81/100g
nofrills,21589014_EA,95 g, $5.25/100g
nofrills,21584808_EA,425 ml, $0.70/100ml
nofrills,21404787_EA,492 g, $0.75/100g
nofrills,20548682005_EA,340 g, $3.53/100g
nofrills,20323101006_EA,650 ml, $0.51/100ml
nofrills,20314754001_EA,61 g, $3.75/100g
nofrills,20650915_EA,5 kg, $0.13/100g
nofrills,20722248_EA,631 g, $1.74/100g
nofrills,20303498001_EA,450 g, $0.66/100g
nofrills,21315959_EA,200 g, $1.28/100g
nofrills,21302793_EA,200 g, $0.75/100g
nofrills,21001585_EA,454 g, $0.50/100g
nofrills,20152568_EA,369 ml, $0.54/100ml
nofrills,20902304_EA,300 g, $3.50/100g
nofrills,21555645_EA,750 g, $0.37/100g
nofrills,20864314_EA,475 ml, $0.59/100ml
nofrills,20628489001_EA,475 ml, $0.52/100ml
nofrills,21363370_EA,351 g, $2.28/100g
nofrills,21515952_EA,168 g, $2.67/100g
nofrills,21385281_EA,428 g, $0.54/100g
nofrills,21565655001_EA,12 ea, $0.67/1ea
nofrills,20673717_EA,418 ml, $1.12/100ml
nofrills,20106747_EA,500 ml, $1.00/100ml
nofrills,21355829_EA,476 g, $1.78/100g
nofrills,20787290_EA,3.63 kg, $0.39/100g
nofrills,21610792_EA,255.15 g, $1.96/100g
nofrills,20300740001_EA,20 ea, $0.27/1ea
nofrills,20628488008_EA,475 ml, $0.56/100ml
nofrills,20177071_EA,398 ml, $0.70/100ml
nofrills,20280494_EA,340 g, $0.88/100g
nofrills,20793624_EA,435 g, $0.92/100g
nofrills,20712651_EA,20 ea, $0.14/1ea
nofrills,20301438_EA,750 ml, $0.80/100ml
nofrills,21050571_EA,205 g, $2.34/100g
nofrills,20548682002_EA,340 g, $3.53/100g
loblaw,20708932_EA,907 g, $1.87/100g
loblaw,21208443_EA,156 g, $1.92/100g
loblaw,21384016_EA,400 g, $2.00/100g
loblaw,21302844_EA,280 g, $5.00/100g
loblaw,20312177008_EA,454 g, $0.66/100g
loblaw,20003839001_KG,$8.80/1kg $3.99/1lb
loblaw,20018672_EA,21 g, $119.00/100g
loblaw,21410671_EA,709 ml, $1.34/100ml
